Policy;History;Compliant;STS count;Time 1(ms);Time 2(ms);Time 3(ms);Time 4(ms);Time 5(ms);Time 6(ms);Time 7(ms);Time 8(ms);Time 9(ms);Time 10(ms)
Contr-pol-non-compl-noexc-nonsubs;hist-10-2-9;false;13;0.047833;0.050917;0.054583;0.043708;0.044833;0.043125;0.043708;0.05075;0.047584;0.044416
Contr-pol-non-compl-noexc-nonsubs;hist-10-2-2;false;13;0.04825;0.043792;0.044291;0.056042;0.047584;0.04475;0.040416;0.040583;0.040459;0.041916
Contr-pol-non-compl-noexc-nonsubs;hist-10-2-3;false;13;0.044708;0.040334;0.040833;0.041042;0.040916;0.089292;0.044291;0.044417;0.058958;0.06125
Contr-pol-non-compl-noexc-nonsubs;hist-10-2-1;false;13;0.05375;0.046709;0.045916;0.042666;0.045;0.041583;0.04175;0.041291;0.044834;0.042083
Contr-pol-non-compl-noexc-nonsubs;hist-10-2-10;false;13;0.059584;0.045083;0.042167;0.041916;0.043625;0.047333;0.043417;0.04925;0.044541;0.04925
Contr-pol-non-compl-noexc-nonsubs;hist-10-2-6;false;13;0.115084;0.069375;0.051333;0.046958;0.048667;0.047417;0.048208;0.0475;0.050917;0.048917
Contr-pol-non-compl-noexc-nonsubs;hist-10-2-7;false;13;0.052166;0.048625;0.046709;0.047333;0.048042;0.048125;0.047792;0.048334;0.047292;0.082708
Contr-pol-noncompl-exc-8;hist-10-2-8;false;47;0.54625;0.15725;0.139958;0.134666;0.124833;0.128917;0.118583;0.159208;0.178042;0.162166
Contr-pol-noncompl-exc-8;hist-10-2-4;false;46;0.154125;0.306459;0.14125;0.123292;0.125542;0.123;0.121959;0.191042;0.132875;0.203208
Contr-pol-noncompl-exc-8;hist-10-2-5;false;31;0.204292;0.171792;0.226375;0.257875;0.225917;0.17175;0.254459;0.446833;0.223792;0.203917
Contr-pol-noncompl-exc-8;hist-10-2-9;false;40;0.217833;0.140792;0.133958;0.142291;0.178125;0.142583;0.140208;0.137709;0.170875;0.1405
Contr-pol-noncompl-exc-8;hist-10-2-2;false;31;0.1785;0.149875;0.141458;0.144125;0.152333;0.151541;0.152917;0.160125;0.148167;0.189084
Contr-pol-noncompl-exc-8;hist-10-2-3;false;41;0.171167;0.337;0.42125;0.165458;0.15525;0.146709;0.135625;0.137209;0.143584;0.154
Contr-pol-noncompl-exc-8;hist-10-2-1;false;50;0.136041;0.122917;0.124167;0.130333;0.132166;0.188458;0.137125;0.126042;0.130334;0.129208
Contr-pol-noncompl-exc-8;hist-10-2-10;false;51;0.135875;0.130834;0.165084;0.139292;0.148292;0.13125;0.122416;0.123667;0.131708;0.121791
Contr-pol-noncompl-exc-8;hist-10-2-6;false;47;0.118875;0.10875;0.10875;0.125167;0.113166;0.111291;0.13225;0.1145;0.128875;0.136
Contr-pol-noncompl-exc-8;hist-10-2-7;false;41;0.16225;0.138375;0.15125;0.149333;0.146291;0.158958;0.137292;0.175334;0.145208;0.13525
Contr-pol-noncompl-exc-4;hist-10-2-8;false;46;0.262083;0.129042;0.107;0.103917;0.102375;0.099125;0.10225;0.113584;0.104458;0.114375
Contr-pol-noncompl-exc-4;hist-10-2-4;false;44;0.107625;0.115;0.119875;0.096333;0.094375;0.095667;0.095833;0.092167;0.143292;0.094667
Contr-pol-noncompl-exc-4;hist-10-2-5;false;48;0.117542;0.109208;0.107167;0.107375;0.104334;0.404458;0.14875;0.125917;0.109459;0.117875
Contr-pol-noncompl-exc-4;hist-10-2-9;false;47;0.166875;0.109084;0.120625;0.115084;0.120375;0.1025;0.110792;0.115542;0.111792;0.102208
Contr-pol-noncompl-exc-4;hist-10-2-2;false;32;0.161667;0.164458;0.139083;0.152625;0.145292;0.146584;0.140083;0.144792;0.14475;0.149625
Contr-pol-noncompl-exc-4;hist-10-2-3;false;47;0.114292;0.108083;0.144041;0.125958;0.113209;0.115792;0.138375;0.12775;0.113542;0.104417
Contr-pol-noncompl-exc-4;hist-10-2-1;false;47;0.112084;0.104917;0.104917;0.102958;0.099875;0.108959;0.101292;0.109208;0.103167;0.110666
Contr-pol-noncompl-exc-4;hist-10-2-10;false;45;0.110458;0.113917;0.094417;0.115542;0.098667;0.093583;0.09425;0.095333;0.095209;0.094667
Contr-pol-noncompl-exc-4;hist-10-2-6;false;49;0.122334;0.106375;0.110083;0.107416;0.111167;0.117708;0.1195;0.124959;0.116208;0.124458
Contr-pol-noncompl-exc-4;hist-10-2-7;false;49;0.1455;0.11425;0.108209;0.107709;0.109458;0.107083;0.1115;0.107916;0.109542;0.107292
Contr-pol-noncompl-exc-5;hist-10-2-8;false;45;0.167125;0.10425;0.0975;0.096958;0.095417;0.095125;0.093917;0.096291;0.095458;0.095375
Contr-pol-noncompl-exc-5;hist-10-2-4;false;32;0.148625;0.192791;0.152791;0.152375;0.163709;0.142625;0.14075;0.205667;0.151291;0.137458
Contr-pol-noncompl-exc-5;hist-10-2-5;false;43;0.09375;0.086625;0.085125;0.086292;0.088875;0.084959;0.085084;0.102917;0.093416;0.085166
Contr-pol-noncompl-exc-5;hist-10-2-9;false;43;0.092375;0.087541;0.086708;0.086292;0.094709;0.088458;0.084875;0.086;0.086917;0.0875
Contr-pol-noncompl-exc-5;hist-10-2-2;false;47;0.106375;0.101375;0.103292;0.103916;0.108;0.10325;0.10225;0.110708;0.103125;0.101083
Contr-pol-noncompl-exc-5;hist-10-2-3;false;45;0.102583;0.092208;0.095083;0.098667;0.096375;0.095375;0.096;0.099541;0.096625;0.0965
Contr-pol-noncompl-exc-5;hist-10-2-1;false;49;0.117583;0.113375;0.11125;0.126125;0.117417;0.1145;0.154667;0.106042;0.107291;0.109917
Contr-pol-noncompl-exc-5;hist-10-2-10;false;42;0.15725;0.128791;0.130667;0.131875;0.127292;0.137458;0.130291;0.138875;0.127333;0.1275
Contr-pol-noncompl-exc-5;hist-10-2-6;false;51;0.123375;0.117834;0.119959;0.116792;0.117666;0.116583;0.117334;0.1155;0.114625;0.130667
Contr-pol-noncompl-exc-5;hist-10-2-7;false;50;0.137833;0.114792;0.110459;0.110708;0.108833;0.113917;0.109375;0.110417;0.111708;0.109208
Contr-pol-noncompl-exc-9;hist-10-2-8;false;40;0.169334;0.132459;0.133875;0.136875;0.126209;0.124542;0.122917;0.122666;0.132209;0.133
Contr-pol-noncompl-exc-9;hist-10-2-4;false;43;0.089833;0.089958;0.09475;0.096167;0.088;0.090375;0.092125;0.092375;0.093125;0.089625
Contr-pol-noncompl-exc-9;hist-10-2-5;false;47;0.104417;0.10675;0.103959;0.100584;0.103875;0.103125;0.102666;0.123583;0.103708;0.103625
Contr-pol-noncompl-exc-9;hist-10-2-9;false;45;0.099334;0.144958;0.101583;0.098458;0.100292;0.099834;0.099125;0.138833;0.10225;0.112833
Contr-pol-noncompl-exc-9;hist-10-2-2;false;45;0.116875;0.121333;0.102125;0.1115;0.10775;0.1065;0.100333;0.096291;0.096625;0.104
Contr-pol-noncompl-exc-9;hist-10-2-3;false;43;0.102792;0.0895;0.090542;0.089833;0.088666;0.088667;0.089875;0.088083;0.08975;0.090208
Contr-pol-noncompl-exc-9;hist-10-2-1;false;51;0.135375;0.121792;0.118291;0.137917;0.119833;0.131667;0.119625;0.132792;0.120792;0.119709
Contr-pol-noncompl-exc-9;hist-10-2-10;false;43;0.101666;0.090833;0.091083;0.089041;0.090833;0.091;0.091375;0.090042;0.089916;0.089958
Contr-pol-noncompl-exc-9;hist-10-2-6;false;32;0.16225;0.142291;0.143916;0.146292;0.144458;0.143167;0.142625;0.148125;0.145333;0.149791
Contr-pol-noncompl-exc-9;hist-10-2-7;false;46;0.128;0.125875;0.103667;0.106417;0.1045;0.104542;0.108875;0.103917;0.105167;0.104958
Contr-pol-noncompl-exc-6;hist-10-2-8;false;49;0.1975;0.124708;0.116334;0.114375;0.113291;0.122792;0.112041;0.114208;0.114333;0.110792
Contr-pol-noncompl-exc-6;hist-10-2-4;false;45;0.101042;0.096917;0.099666;0.096333;0.097791;0.097791;0.096666;0.098125;0.100458;0.095125
Contr-pol-noncompl-exc-6;hist-10-2-5;false;32;0.151833;0.148542;0.142583;0.140917;0.14725;0.143916;0.142125;0.14125;0.159208;0.142166
Contr-pol-noncompl-exc-6;hist-10-2-9;false;39;0.127958;0.134209;0.130166;0.125792;0.118709;0.121084;0.122792;0.119333;0.121416;0.121625
Contr-pol-noncompl-exc-6;hist-10-2-2;false;46;0.107875;0.10175;0.100792;0.113459;0.117583;0.114833;0.110416;0.101708;0.105625;0.101959
Contr-pol-noncompl-exc-6;hist-10-2-3;false;50;0.124375;0.1155;0.117042;0.115792;0.114708;0.116333;0.11625;0.133042;0.117375;0.118583
Contr-pol-noncompl-exc-6;hist-10-2-1;false;46;0.119792;0.102833;0.10825;0.117916;0.100958;0.100917;0.100541;0.101916;0.106833;0.101
Contr-pol-noncompl-exc-6;hist-10-2-10;false;44;0.104292;0.096542;0.094042;0.095083;0.091208;0.093458;0.102292;0.092542;0.094667;0.091709
Contr-pol-noncompl-exc-6;hist-10-2-6;false;45;0.109;0.097459;0.102375;0.098125;0.097;0.098167;0.097833;0.097417;0.098125;0.095709
Contr-pol-noncompl-exc-6;hist-10-2-7;false;43;0.098416;0.090333;0.09;0.10325;0.09225;0.091833;0.090083;0.089291;0.090458;0.089333
Contr-pol-noncompl-exc-7;hist-10-2-8;false;41;0.25875;0.151792;0.142417;0.139208;0.13675;0.134375;0.13325;0.13275;0.14075;0.132792
Contr-pol-noncompl-exc-7;hist-10-2-4;false;47;0.117708;0.1085;0.107041;0.116542;0.128291;0.115416;0.11;0.106042;0.105583;0.106834
Contr-pol-noncompl-exc-7;hist-10-2-5;false;44;0.103334;0.094083;0.098625;0.095083;0.104667;0.104;0.094959;0.095416;0.094167;0.1125
Contr-pol-noncompl-exc-7;hist-10-2-9;false;46;0.110459;0.100458;0.107625;0.101291;0.104083;0.101625;0.108625;0.10325;0.102;0.101917
Contr-pol-noncompl-exc-7;hist-10-2-2;false;50;0.124625;0.117416;0.121292;0.120125;0.115583;0.116875;0.117166;0.119875;0.116959;0.116333
Contr-pol-noncompl-exc-7;hist-10-2-3;false;48;0.11725;0.109083;0.112375;0.109333;0.109125;0.111917;0.111292;0.111667;0.10975;0.108459
Contr-pol-noncompl-exc-7;hist-10-2-1;false;44;0.11575;0.094209;0.093708;0.0955;0.0975;0.098625;0.092625;0.094208;0.096708;0.093292
Contr-pol-noncompl-exc-7;hist-10-2-10;false;47;0.11475;0.103667;0.112666;0.107125;0.109291;0.107792;0.121458;0.1205;0.109375;0.105834
Contr-pol-noncompl-exc-7;hist-10-2-6;false;44;0.126334;0.109958;0.09875;0.100542;0.104791;0.095042;0.092583;0.093125;0.094584;0.0945
Contr-pol-noncompl-exc-7;hist-10-2-7;false;45;0.118042;0.096959;0.100667;0.096458;0.102209;0.096458;0.097375;0.108625;0.104458;0.09975
Contr-pol-noncompl-exc-10;hist-10-2-8;false;48;0.1675;0.121;0.119583;0.111458;0.112958;0.130667;0.110917;0.112875;0.109791;0.1105
Contr-pol-noncompl-exc-10;hist-10-2-4;false;41;0.14825;0.13275;0.131125;0.13;0.12975;0.130416;0.130667;0.140917;0.13;0.12875
Contr-pol-noncompl-exc-10;hist-10-2-5;false;46;0.1075;2.307084;0.120042;0.103584;0.099875;0.100834;0.099708;0.09825;0.099042;0.098333
Contr-pol-noncompl-exc-10;hist-10-2-9;false;32;0.145208;0.144;0.142833;0.177333;0.144959;0.137917;0.140041;0.136083;0.139;0.137833
Contr-pol-noncompl-exc-10;hist-10-2-2;false;48;0.114583;0.105833;0.109292;0.105375;0.113;0.111541;0.105958;0.108708;0.108042;0.1075
Contr-pol-noncompl-exc-10;hist-10-2-3;false;46;0.111541;0.100625;0.0975;0.112292;0.101584;0.096375;0.098083;0.101166;0.098291;0.097792
Contr-pol-noncompl-exc-10;hist-10-2-1;false;43;0.096958;0.087125;2.599709;0.154708;0.096708;0.089583;0.100209;0.083416;0.0835;0.086667
Contr-pol-noncompl-exc-10;hist-10-2-10;false;49;0.100916;0.103;0.102083;0.10025;0.099625;0.100125;0.1015;0.100583;0.1005;0.104958
Contr-pol-noncompl-exc-10;hist-10-2-6;false;50;0.117417;0.103042;0.100625;0.102333;0.102541;0.101625;0.104625;0.101625;0.103584;0.116084
Contr-pol-noncompl-exc-10;hist-10-2-7;false;44;0.088667;0.084917;0.083125;0.083125;0.083416;0.088208;0.08325;0.085583;0.083583;0.082084
