Policy;History;Compliant;STS count;Time 1(ms);Time 2(ms);Time 3(ms);Time 4(ms);Time 5(ms);Time 6(ms);Time 7(ms);Time 8(ms);Time 9(ms);Time 10(ms)
Contr-pol-noncompl-exc-19;hist-50-10-8;false;192;0.230833;0.159583;0.162209;0.159542;0.155834;0.204959;0.189916;0.16625;0.185333;0.180042
Contr-pol-noncompl-exc-19;hist-50-10-10;false;136;0.475917;0.419125;0.435208;0.411083;0.405625;0.432209;0.415083;0.411625;0.432583;0.426875
Contr-pol-noncompl-exc-19;hist-50-10-7;false;192;0.220291;0.162208;0.357;0.2155;0.183209;0.182416;0.203333;0.177375;0.171667;0.176875
Contr-pol-noncompl-exc-19;hist-50-10-6;false;204;0.31925;0.270583;0.252916;0.257583;0.278292;0.254041;0.25225;0.270375;0.33575;0.311375
Contr-pol-noncompl-exc-19;hist-50-10-1;false;189;0.619833;0.363042;0.32325;0.356666;0.294667;0.314542;0.304958;0.294459;0.354584;0.308875
Contr-pol-noncompl-exc-39;hist-50-10-3;false;200;0.412834;0.263167;0.256875;0.265166;0.23725;0.229792;0.216334;0.233875;0.2855;0.256667
Contr-pol-noncompl-exc-39;hist-50-10-2;false;182;0.319459;0.305917;0.292792;0.2765;0.289459;0.294417;0.31375;0.306292;0.297833;0.332708
Contr-pol-noncompl-exc-39;hist-50-10-9;false;155;0.406416;0.307375;0.424;0.340792;0.388417;0.372375;0.382125;0.352333;0.336125;0.297125
Contr-pol-noncompl-exc-39;hist-50-10-5;false;204;0.258625;0.2585;0.24775;0.262083;0.246292;0.251083;0.2505;0.245958;0.250208;0.246042
Contr-pol-noncompl-exc-39;hist-50-10-4;false;206;0.185;0.197625;0.195375;0.188292;0.195166;0.183208;0.184917;0.18525;0.185083;0.266583
Contr-pol-noncompl-exc-39;hist-50-10-8;false;197;0.28175;0.233125;0.227125;0.227458;0.230708;0.245083;0.227917;0.238041;0.250667;0.230209
Contr-pol-noncompl-exc-39;hist-50-10-10;false;189;0.148541;0.129042;0.124667;0.134208;0.129209;0.145209;0.139875;0.13775;0.127;0.14
Contr-pol-noncompl-exc-39;hist-50-10-7;false;184;0.195458;0.191042;0.188375;0.1865;0.189541;0.185208;0.191542;0.190875;0.185583;0.1865
Contr-pol-noncompl-exc-39;hist-50-10-6;false;188;0.133042;0.124;0.128875;0.699625;0.193625;0.153208;0.119792;0.126041;0.115;0.120292
Contr-pol-noncompl-exc-39;hist-50-10-1;false;154;0.348292;0.327209;0.318542;0.315042;0.345167;0.330417;0.321375;0.328;0.324917;0.323917
Contr-pol-noncompl-exc-15;hist-50-10-3;false;165;0.440166;0.325125;0.318833;0.288375;0.2845;0.288125;0.283416;0.278875;0.280916;0.316833
Contr-pol-noncompl-exc-15;hist-50-10-2;false;194;0.201792;0.157667;0.219125;0.1655;0.156208;0.1335;0.132416;0.133459;0.133041;0.134167
Contr-pol-noncompl-exc-15;hist-50-10-9;false;189;0.158167;0.119125;0.117792;0.118084;0.119333;0.118875;0.118708;0.127375;0.118541;0.136
Contr-pol-noncompl-exc-15;hist-50-10-5;false;199;0.230209;0.197792;0.185125;0.200084;0.195041;0.187458;0.1855;0.185375;0.185416;0.192
Contr-pol-noncompl-exc-15;hist-50-10-4;false;192;0.179875;0.129667;0.144042;0.132958;0.13025;0.125834;0.131291;0.125167;0.139709;0.138125
Contr-pol-noncompl-exc-15;hist-50-10-8;false;194;0.181167;0.137167;0.139416;0.137125;0.137708;0.166291;0.138917;0.135917;0.147375;0.134958
Contr-pol-noncompl-exc-15;hist-50-10-10;false;162;0.308125;0.276125;0.271833;0.26825;0.285208;0.265541;0.27025;0.2645;0.267125;0.2655
Contr-pol-noncompl-exc-15;hist-50-10-7;false;192;0.247;0.232708;0.203416;0.231042;0.22625;0.22475;0.21775;0.207459;0.201583;0.204
Contr-pol-noncompl-exc-15;hist-50-10-6;false;196;0.180083;0.138625;0.137708;0.137041;0.149917;0.146042;0.181458;0.1385;0.140292;0.137959
Contr-pol-noncompl-exc-15;hist-50-10-1;false;190;0.312292;0.259834;0.25175;0.236333;0.239375;0.233833;0.235166;0.232667;0.23625;0.237083
Contr-pol-noncompl-exc-42;hist-50-10-3;false;192;0.476375;0.278834;0.289292;0.267;0.271833;0.254792;0.258;0.256875;0.274708;0.275584
Contr-pol-noncompl-exc-42;hist-50-10-2;false;178;0.3625;0.342833;0.327083;0.301959;0.302167;0.303917;0.290292;0.288291;0.287708;0.293875
Contr-pol-noncompl-exc-42;hist-50-10-9;false;201;0.205416;0.176042;0.1655;0.15875;0.17075;0.155583;0.15575;0.155334;0.160292;0.155125
Contr-pol-noncompl-exc-42;hist-50-10-5;false;198;0.200416;0.1545;0.1475;0.153625;0.149583;0.14825;0.147667;0.149083;0.149584;0.149584
Contr-pol-noncompl-exc-42;hist-50-10-4;false;199;0.193583;0.152708;0.169708;0.158791;0.251792;0.180083;0.156625;0.15375;0.151958;0.155333
Contr-pol-noncompl-exc-42;hist-50-10-8;false;202;0.30825;0.256792;0.241584;0.245959;0.250917;0.46075;0.483042;0.510167;0.266792;0.263
Contr-pol-noncompl-exc-42;hist-50-10-10;false;187;0.379625;0.256792;0.137292;0.126;0.12425;0.12375;0.132125;0.171083;0.119584;0.149209
Contr-pol-noncompl-exc-42;hist-50-10-7;false;190;0.634709;0.37825;0.3235;0.300834;0.288917;0.29075;0.30225;0.300833;0.302041;0.317333
Contr-pol-noncompl-exc-42;hist-50-10-6;false;199;0.336125;0.236833;0.234333;0.237;0.234459;0.236209;0.235792;0.24075;0.242;0.261042
Contr-pol-noncompl-exc-42;hist-50-10-1;false;197;0.298791;0.205417;0.187458;0.190042;0.185334;0.18875;0.1865;0.18625;0.193834;0.185416
Contr-pol-noncompl-exc-43;hist-50-10-3;false;199;0.478625;0.31775;0.272167;0.261834;0.256;0.262125;0.253584;0.271292;0.246583;0.243834
Contr-pol-noncompl-exc-43;hist-50-10-2;false;207;0.304708;0.221166;0.223334;0.257583;0.226666;0.28225;0.250625;0.243959;0.241917;0.254208
Contr-pol-noncompl-exc-43;hist-50-10-9;false;200;0.301333;0.218375;0.183916;0.175292;0.172458;0.189083;0.17225;0.169208;0.167958;0.172166
Contr-pol-noncompl-exc-43;hist-50-10-5;false;203;0.318417;0.289917;0.272959;0.266334;0.304208;0.27625;0.265667;0.267;0.244708;0.276209
Contr-pol-noncompl-exc-43;hist-50-10-4;false;203;0.247083;0.217583;0.209292;0.180458;0.174959;0.179542;0.175791;0.175833;0.179959;0.180625
Contr-pol-noncompl-exc-43;hist-50-10-8;false;203;0.230042;0.182333;0.200083;0.170875;0.170333;0.176334;0.166083;0.170167;3.78625;0.191834
Contr-pol-noncompl-exc-43;hist-50-10-10;false;135;0.363792;0.345125;0.3565;0.339083;0.340208;0.340792;0.340917;0.34;0.337458;0.336625
Contr-pol-noncompl-exc-43;hist-50-10-7;false;193;0.140625;0.133875;0.13025;0.127292;0.143791;0.135583;0.154084;0.138459;0.135417;0.15775
Contr-pol-noncompl-exc-43;hist-50-10-6;false;185;0.292708;0.263875;0.329542;0.291333;0.279667;0.264208;0.260541;0.251208;0.257958;0.261709
Contr-pol-noncompl-exc-43;hist-50-10-1;false;196;0.144666;0.137875;0.139542;0.137083;0.135666;0.135458;0.142791;0.138167;0.136875;0.135917
Contr-pol-non-compl-noexc-disj;hist-50-10-3;false;23;0.200625;0.056125;0.05675;0.049541;0.056208;0.051916;0.050459;0.050875;0.051125;0.051292
Contr-pol-non-compl-noexc-disj;hist-50-10-2;false;23;0.084584;0.049542;0.052125;0.050042;0.052542;0.051333;0.05;0.049083;0.0495;0.049958
Contr-pol-non-compl-noexc-disj;hist-50-10-9;false;23;0.086292;0.050291;0.050417;0.050375;0.049209;0.0505;0.29175;0.063041;0.071917;0.043334
Contr-pol-non-compl-noexc-disj;hist-50-10-5;false;23;0.075208;0.041833;0.040791;0.039458;0.039;0.038375;0.038792;0.038417;0.038542;0.038792
Contr-pol-non-compl-noexc-disj;hist-50-10-4;false;23;0.072541;0.041;0.039292;0.040375;0.039916;0.042042;0.039209;0.037584;0.040875;0.037417
Contr-pol-non-compl-noexc-disj;hist-50-10-8;false;23;0.074292;0.037667;0.043542;0.037875;0.037375;0.038708;0.037458;0.038167;0.03775;0.037916
Contr-pol-non-compl-noexc-disj;hist-50-10-10;false;23;0.072042;0.038291;0.038292;0.038084;0.038166;0.037167;0.037958;0.038458;0.038584;0.038167
Contr-pol-non-compl-noexc-disj;hist-50-10-7;false;23;0.078584;0.041125;0.038875;0.038667;0.037125;0.037417;0.037584;0.038167;0.037375;0.0375
Contr-pol-non-compl-noexc-disj;hist-50-10-6;false;23;0.067917;0.039542;0.037666;0.037417;0.037709;0.0375;0.037167;0.037542;0.037625;0.036541
Contr-pol-non-compl-noexc-disj;hist-50-10-1;false;23;0.067417;0.038417;0.039916;0.038291;0.038875;0.038625;0.037875;0.038;0.038791;0.037625
Contr-pol-noncompl-exc-14;hist-50-10-3;false;191;0.540125;0.274209;0.264333;0.259792;0.254959;0.261875;0.261584;0.248667;0.2545;0.249334
Contr-pol-noncompl-exc-14;hist-50-10-2;false;173;0.312375;0.269625;0.271375;0.271417;0.269834;0.276333;0.26875;0.271708;0.272416;0.297916
Contr-pol-noncompl-exc-14;hist-50-10-9;false;144;0.40475;0.347458;0.329708;0.3445;0.334208;0.343541;0.356042;0.355292;0.35125;0.365
Contr-pol-noncompl-exc-14;hist-50-10-5;false;196;0.253459;0.203625;0.217875;0.202583;0.203125;0.271875;0.223917;0.204791;0.196833;0.193042
Contr-pol-noncompl-exc-14;hist-50-10-4;false;202;0.214916;0.176834;0.174583;0.171333;0.173708;0.181709;0.173292;0.185709;0.170083;0.17575
Contr-pol-noncompl-exc-14;hist-50-10-8;false;200;0.24275;0.20225;0.203125;0.2055;0.201583;0.199291;0.201583;0.203208;0.214916;0.210083
Contr-pol-noncompl-exc-14;hist-50-10-10;false;139;0.366208;0.319417;0.318917;0.319292;0.3195;0.319583;0.320917;0.317875;0.31725;0.314333
Contr-pol-noncompl-exc-14;hist-50-10-7;false;190;0.297167;0.24725;0.2585;0.249875;0.243875;0.249625;0.2445;0.246958;0.265709;0.263208
Contr-pol-noncompl-exc-14;hist-50-10-6;false;189;0.180458;0.131166;0.135125;0.132541;0.131916;0.131666;0.130875;0.136417;0.133;0.138292
Contr-pol-noncompl-exc-14;hist-50-10-1;false;192;0.224708;0.147375;0.145167;0.143834;0.14125;0.139875;0.145333;0.144333;0.138709;0.139459
Contr-pol-noncompl-exc-38;hist-50-10-3;false;193;0.472208;0.300209;0.270709;0.264708;0.274625;0.255083;0.257834;0.306042;0.274042;0.263958
Contr-pol-noncompl-exc-38;hist-50-10-2;false;193;0.189875;0.146;0.151;0.145833;0.142666;0.1445;0.142333;0.139125;0.141792;0.14
Contr-pol-noncompl-exc-38;hist-50-10-9;false;186;0.271458;0.234875;0.242584;0.233709;0.234;0.236666;0.2375;0.236041;0.241208;0.2335
Contr-pol-noncompl-exc-38;hist-50-10-5;false;200;0.235792;0.218084;0.199541;0.202167;0.1965;0.196541;0.197375;0.19825;0.198417;0.198125
Contr-pol-noncompl-exc-38;hist-50-10-4;false;199;0.246625;0.194334;0.1945;0.198334;0.19425;0.198666;0.200333;0.197917;0.197875;0.195
Contr-pol-noncompl-exc-38;hist-50-10-8;false;188;0.175875;0.125084;0.12975;0.151083;0.130875;0.126834;0.126709;0.125334;0.126917;0.129875
Contr-pol-noncompl-exc-38;hist-50-10-10;false;134;0.393292;0.342042;0.335625;0.345708;0.343459;0.331833;0.341708;0.336083;0.335916;0.338416
Contr-pol-noncompl-exc-38;hist-50-10-7;false;184;0.369084;0.318292;0.301292;0.30075;0.297917;0.300125;0.304583;0.311834;0.297292;0.301292
Contr-pol-noncompl-exc-38;hist-50-10-6;false;153;0.373708;0.323666;0.322958;0.316417;0.331083;0.320291;0.3225;0.324292;0.336959;0.318375
Contr-pol-noncompl-exc-38;hist-50-10-1;false;194;0.267916;0.220708;0.236917;0.230667;0.223625;0.21725;0.219458;0.222791;0.215791;0.217583
Contr-pol-noncompl-exc-18;hist-50-10-3;false;200;0.395333;0.243625;0.245625;0.23175;0.231667;0.227041;0.234958;0.233167;0.230291;0.2285
Contr-pol-noncompl-exc-18;hist-50-10-2;false;192;0.177958;0.13975;0.138458;0.14425;0.141042;0.138875;0.135708;0.133291;0.134042;0.133167
Contr-pol-noncompl-exc-18;hist-50-10-9;false;160;0.34175;0.310458;4.74925;0.421208;0.327208;0.323625;0.408042;0.337833;0.307834;0.307875
Contr-pol-noncompl-exc-18;hist-50-10-5;false;189;0.300042;0.288166;0.279208;0.283625;0.278959;0.281125;0.274666;0.286292;0.281542;0.28125
Contr-pol-noncompl-exc-18;hist-50-10-4;false;190;0.138333;0.130166;0.130916;0.1285;0.129917;0.131917;0.128792;0.133792;0.128417;0.1285
Contr-pol-noncompl-exc-18;hist-50-10-8;false;205;0.217167;0.216833;0.20975;0.577959;0.23675;0.225667;0.218417;0.221042;0.217292;0.216459
Contr-pol-noncompl-exc-18;hist-50-10-10;false;145;0.323333;0.292167;0.295708;0.295209;0.297833;0.294125;0.30425;0.300208;0.298833;0.288125
Contr-pol-noncompl-exc-18;hist-50-10-7;false;192;0.283916;0.277625;0.283417;0.285292;0.279041;0.288625;0.286417;0.284084;0.287417;0.340042
Contr-pol-noncompl-exc-18;hist-50-10-6;false;181;0.328584;0.293;0.287583;0.286166;0.289208;0.282625;0.284583;0.283709;0.284042;0.279708
Contr-pol-noncompl-exc-18;hist-50-10-1;false;193;0.144792;0.137666;0.13275;0.13375;0.135917;0.139042;0.141125;0.134334;0.137209;0.133084
Contr-pol-non-compl-noexc-nonsubs;hist-50-10-3;false;45;0.203042;0.091541;0.086459;0.075958;0.076709;0.078917;0.078209;0.074167;0.075209;0.075708
Contr-pol-non-compl-noexc-nonsubs;hist-50-10-2;false;45;0.108;0.079875;0.077;0.07275;0.073959;0.074208;0.075208;0.075125;0.074833;0.08025
Contr-pol-non-compl-noexc-nonsubs;hist-50-10-9;false;45;0.107292;0.0755;0.076833;0.07525;0.077209;0.074209;0.074584;0.075042;0.075375;0.074834
Contr-pol-non-compl-noexc-nonsubs;hist-50-10-5;false;45;0.107792;0.078625;0.074083;0.074292;0.077083;0.076791;0.071208;0.073333;0.081708;0.087625
Contr-pol-non-compl-noexc-nonsubs;hist-50-10-4;false;45;0.1075;0.08075;0.078583;0.074167;0.074375;0.075;0.073167;0.071834;0.082959;0.0775
Contr-pol-non-compl-noexc-nonsubs;hist-50-10-8;false;45;0.101042;0.076625;0.074916;0.076166;0.074042;0.075625;0.076458;0.076291;0.077125;0.075125
Contr-pol-non-compl-noexc-nonsubs;hist-50-10-10;false;45;0.102042;0.080125;0.078291;0.070917;0.074792;0.075084;0.078083;0.073542;0.076458;0.073667
Contr-pol-non-compl-noexc-nonsubs;hist-50-10-7;false;45;0.106417;0.078375;0.080083;0.075333;0.074416;0.081458;0.081833;0.077709;0.074917;0.08025
Contr-pol-non-compl-noexc-nonsubs;hist-50-10-6;false;45;0.10775;0.074542;0.076459;0.077625;0.078333;0.076416;0.076375;0.079709;0.073584;0.084875
Contr-pol-non-compl-noexc-nonsubs;hist-50-10-1;false;45;0.104917;0.075625;0.076792;0.081917;0.077167;0.089459;0.080167;0.083083;0.080041;0.0765
Contr-pol-noncompl-exc-34;hist-50-10-3;false;201;0.316;0.174375;0.164583;0.166;0.162625;0.160417;0.162709;0.160834;0.1675;0.161791
Contr-pol-noncompl-exc-34;hist-50-10-2;false;210;0.254334;0.23325;0.227375;0.222791;0.229416;0.220958;0.223291;0.227333;0.22425;0.228458
Contr-pol-noncompl-exc-34;hist-50-10-9;false;150;0.3065;0.265375;0.267666;0.266625;0.273083;0.271375;0.270792;0.266;0.272958;0.265583
Contr-pol-noncompl-exc-34;hist-50-10-5;false;207;0.282959;0.252;0.250459;0.255542;0.247292;0.253667;0.250709;0.251083;0.247375;0.246583
Contr-pol-noncompl-exc-34;hist-50-10-4;false;201;0.267292;0.232875;0.232292;0.233708;0.230875;0.232917;0.235709;0.234375;0.232375;0.229292
Contr-pol-noncompl-exc-34;hist-50-10-8;false;191;0.167125;0.130375;0.139958;0.132334;0.133458;0.132916;0.133167;0.141167;0.139958;0.136042
Contr-pol-noncompl-exc-34;hist-50-10-10;false;202;0.242583;0.2055;0.202292;0.19825;0.198042;0.203042;0.198834;0.198375;0.199542;0.197625
Contr-pol-noncompl-exc-34;hist-50-10-7;false;194;0.278917;0.253709;0.251208;0.249125;0.247458;0.252541;0.248417;0.251959;0.250459;0.25075
Contr-pol-noncompl-exc-34;hist-50-10-6;false;200;0.196292;0.160708;0.157875;0.155583;0.158083;0.157875;0.156167;0.153708;0.158458;0.1555
Contr-pol-noncompl-exc-34;hist-50-10-1;false;188;0.236791;0.192167;0.196833;0.195625;0.1955;0.195792;0.193459;0.19825;0.195625;0.199125
Contr-pol-noncompl-exc-22;hist-50-10-3;false;195;0.339375;0.163917;0.149458;0.146208;0.148959;0.142583;0.138834;0.141167;0.143542;0.147875
Contr-pol-noncompl-exc-22;hist-50-10-2;false;195;0.210167;0.18075;0.176459;0.188167;0.180083;0.176833;0.180792;0.185917;0.17475;0.177834
Contr-pol-noncompl-exc-22;hist-50-10-9;false;189;0.231375;0.205416;0.197625;0.194458;0.208334;0.198375;0.194959;0.199;0.194875;0.196666
Contr-pol-noncompl-exc-22;hist-50-10-5;false;201;0.229625;0.193833;0.191541;0.191833;0.193166;0.197458;0.197917;0.196584;0.193667;0.193834
Contr-pol-noncompl-exc-22;hist-50-10-4;false;205;0.275333;0.243167;0.242083;0.242416;0.241916;0.244125;0.237917;0.242334;0.2435;0.240542
Contr-pol-noncompl-exc-22;hist-50-10-8;false;196;0.181417;0.140875;0.142083;0.145584;0.142875;0.149959;0.143125;0.146625;0.140875;0.142292
Contr-pol-noncompl-exc-22;hist-50-10-10;false;188;0.157625;0.1205;0.118333;0.119625;0.119667;0.119833;0.129125;0.12225;0.119416;0.121916
Contr-pol-noncompl-exc-22;hist-50-10-7;false;195;0.176625;0.139917;0.141417;0.137417;0.142084;0.14075;0.140292;0.13925;0.139458;0.140167
Contr-pol-noncompl-exc-22;hist-50-10-6;false;201;5.5745;0.245292;0.17275;0.165875;0.163916;0.199625;0.163625;0.155625;0.156917;0.159
Contr-pol-noncompl-exc-22;hist-50-10-1;false;185;0.271375;0.252292;0.247042;0.245541;0.255542;0.249083;0.248583;0.251125;0.25075;0.256959
Contr-pol-noncompl-exc-29;hist-50-10-3;false;168;0.423125;0.289583;0.280708;0.2795;0.274666;0.279833;0.273417;0.272167;0.270875;0.279666
Contr-pol-noncompl-exc-29;hist-50-10-2;false;199;0.219;0.187958;0.186834;0.186458;0.187291;0.181541;0.192292;0.183958;0.182625;0.186875
Contr-pol-noncompl-exc-29;hist-50-10-9;false;157;0.312042;0.281292;0.281584;0.277125;0.277416;0.279875;0.275667;0.284417;0.278458;0.28225
Contr-pol-noncompl-exc-29;hist-50-10-5;false;191;0.294667;0.2795;0.263584;0.268167;0.266042;0.26675;0.265333;0.267125;0.263625;0.272959
Contr-pol-noncompl-exc-29;hist-50-10-4;false;193;0.169083;0.134916;0.149125;0.136041;0.131958;0.13025;0.137417;0.135209;0.131833;0.135708
Contr-pol-noncompl-exc-29;hist-50-10-8;false;190;0.157375;0.121291;0.123375;0.122292;0.121459;0.127625;0.121958;0.12475;0.123792;0.123667
Contr-pol-noncompl-exc-29;hist-50-10-10;false;194;0.175708;0.134916;0.132;0.137584;0.134875;0.137375;0.141209;0.13375;0.132958;0.131792
Contr-pol-noncompl-exc-29;hist-50-10-7;false;182;0.210208;0.189792;0.175084;0.175;0.169667;0.184875;0.18075;0.170417;0.168917;0.173083
Contr-pol-noncompl-exc-29;hist-50-10-6;false;135;0.361041;0.327;0.340375;0.32;0.316042;0.331792;0.323625;0.323292;0.313792;0.322625
Contr-pol-noncompl-exc-29;hist-50-10-1;false;188;0.157916;0.118083;0.116958;0.11675;0.118416;0.125791;0.121708;0.123917;0.117041;0.116833
Contr-pol-noncompl-exc-13;hist-50-10-3;false;173;0.440292;0.289625;0.291125;0.297292;0.290209;0.285458;0.292708;0.2875;0.284875;0.287042
Contr-pol-noncompl-exc-13;hist-50-10-2;false;198;0.179709;0.149583;0.146167;0.144084;0.144292;0.14475;0.147167;0.146042;0.145959;0.1455
Contr-pol-noncompl-exc-13;hist-50-10-9;false;151;0.297166;0.259458;0.257583;0.259708;0.256625;0.273833;0.263083;0.258041;0.258792;0.262792
Contr-pol-noncompl-exc-13;hist-50-10-5;false;194;0.215;0.170541;0.169416;0.16875;0.168333;0.170708;0.172834;0.170375;0.170625;0.168834
Contr-pol-noncompl-exc-13;hist-50-10-4;false;134;0.358875;0.315458;0.344708;0.326125;0.314917;0.321542;0.312167;0.312083;0.323708;0.314834
Contr-pol-noncompl-exc-13;hist-50-10-8;false;204;0.232084;0.194917;0.195709;0.200709;0.194375;0.200625;0.195417;0.196625;0.19575;0.201916
Contr-pol-noncompl-exc-13;hist-50-10-10;false;198;0.258083;0.214875;0.216833;0.214625;0.212166;0.217458;0.214208;0.214459;0.218958;0.2165
Contr-pol-noncompl-exc-13;hist-50-10-7;false;197;0.178125;0.142541;0.145333;0.144916;0.145667;0.154917;0.142375;0.144083;0.143083;0.1415
Contr-pol-noncompl-exc-13;hist-50-10-6;false;179;0.303791;0.269542;0.266959;0.264833;0.267;0.270958;0.262667;0.278459;0.267292;0.27925
Contr-pol-noncompl-exc-13;hist-50-10-1;false;194;0.184875;0.139875;0.1365;0.132959;0.141667;0.133042;0.134;0.132791;0.136;0.136209
Contr-pol-noncompl-exc-44;hist-50-10-3;false;203;0.333333;0.180208;0.17175;0.167042;0.170125;0.1745;0.166542;0.165875;0.166583;0.168333
Contr-pol-noncompl-exc-44;hist-50-10-2;false;190;0.19475;0.167291;0.162625;0.16825;0.174;0.167041;0.165791;0.164625;0.165833;0.163209
Contr-pol-noncompl-exc-44;hist-50-10-9;false;158;0.319;0.292209;0.28925;0.287791;0.2825;0.287209;0.280625;0.290292;0.292833;0.287708
Contr-pol-noncompl-exc-44;hist-50-10-5;false;203;0.232834;0.198333;0.196625;0.198;0.197416;0.217833;0.200541;0.200416;0.19725;0.197375
Contr-pol-noncompl-exc-44;hist-50-10-4;false;189;0.160625;0.125;0.125084;0.127334;0.123458;0.126291;0.125542;0.124167;0.126167;0.125709
Contr-pol-noncompl-exc-44;hist-50-10-8;false;204;0.289709;0.249625;0.241291;0.236875;0.238375;0.238542;0.240833;0.241209;0.237292;0.235292
Contr-pol-noncompl-exc-44;hist-50-10-10;false;131;0.348709;0.31625;0.321666;0.317375;0.318042;0.322666;0.312625;0.316542;0.322333;0.312459
Contr-pol-noncompl-exc-44;hist-50-10-7;false;193;0.3125;0.280625;0.280167;0.278;0.278083;0.280916;0.281583;0.278291;0.284666;0.281958
Contr-pol-noncompl-exc-44;hist-50-10-6;false;193;0.288292;0.246209;0.245833;0.246417;0.242625;0.247625;0.244458;0.251416;0.246958;0.240208
Contr-pol-noncompl-exc-44;hist-50-10-1;false;184;4.291208;0.378875;0.309792;0.302958;0.2895;0.293917;0.30675;0.289375;0.286375;0.309834
Contr-pol-noncompl-exc-25;hist-50-10-3;false;193;0.339625;0.173541;0.161292;0.181083;0.279292;0.220458;0.144583;0.148583;0.1385;0.135083
Contr-pol-noncompl-exc-25;hist-50-10-2;false;197;0.228667;0.1895;0.19125;0.191459;0.188542;0.194708;0.193708;0.188833;0.190708;0.192041
